"CID","Result","query"
"8346","The Henry's Law constant for di-n-octyl phthalate is estimated as 2.6X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 1.0X10-7 mm Hg(1), and water solubility, 0.022 mg/L(2). This Henry's Law constant indicates that di-n-octyl phthalate is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 31 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 230 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. Volatilization of di-n-octyl phthalate from model waste stabilization ponds was not observed(4).  Di-n-octyl phthalate's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). However, adsorption to soil is expected to attenuate volatilization(SRC). Di-n-octyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","DI-N-OCTYL PHTHALATE"
"8370","Hexachlorobenzene transport in water moving through soil is negligible but long-term persistence and appreciable vapor pressure allow significant volatilization. Water and soil coverings were efficient in reducing volatilization (possible landfill application)..
The Henry's Law constant for hexachlorobenzene is 5.8X10-4 atm-cu m/mole at 25 °C(1). This Henry's Law constant indicates that hexachlorobenzene is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 7.5 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 7.5 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is about 5 years if adsorption is considered(3). Hexachlorobenzene's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC), however, strong adsorption to soil will attenuate its importance as an environmental fate process. Hexachlorobenzene is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 1.72X10-5 mm Hg at 25 °C(4).","HEXACHLOROBENZENE"
"8379","The Henry's Law constant for ditridecyl phthalate is estimated as 2.2X10-4 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that ditridecyl phthalate is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 16 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 12 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The volatilization half-life from a model pond is about 5600 years when adsorption is considered(3). Ditridecyl phthalate's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Ditridecyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 2.5X10-11 mm Hg(SRC), determined from a fragment constant method(4).","1,2-BENZENEDICARBOXYLIC ACID, DITRIDECYL ESTER"
"8418","The Henry's Law constant for anthracene is 4.88X10-5 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that anthracene is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 24 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 12 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 89 months if adsorption is considered(3). Anthracene's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Anthracene is not expected to volatilize from dry soil surfaces(SRC) based on an extrapolated vapor pressure of 6.56X10-6 mm Hg(4).","ANTHRACENE"
"8449","The Henry's Law constant for 2,4-dichlorophenol is estimated as 3.5X10-6 atm-cu m/mole(SRC) from its experimental values for vapor pressure, 0.09 mm Hg(1), and water solubility, 5,547 mg/L(2) both at 25 °C. This Henry's Law constant indicates that 2,4-dichlorophenol is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the estimated volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as approximately 14 days(SRC). The estimated volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as approximately 103 days(SRC). 2,4-Dichlorophenol's Henry's Law constant(1,2) indicates that volatilization from moist soil surfaces may occur(SRC). 2,4-Dichlorophenol is not expected to volatilize from dry soil surfaces(SRC) based on a vapor pressure of 0.09 mm Hg at 25 °C(1)..
Its low vapor pressure and non-volatility from alkaline solutions would cause it to be only slowly removed from surface water via volatilization..
The dissipation of 2,4-dichlorophenol from natural lake waters at a buffered pH of 7 with initial 2,4-dichlorophenol concentrations of 100, 500, and 1000 ug/L, the percentages of 2,4-dichlorophenol remaining at 9 days were 0, 0.34, and 46, respectively. By contrast, initial concentrations of 100, 500, and 1000 ug/L in unaerated and unbuffered waters resulted in percentages of 40, 51.6 and 56, respectively, remaining at 17 days.","2,4-DICHLOROPHENOL"
"8561","The Henry's Law constant for diamyl phthalate is estimated as 8.9X10-7 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that diamyl phthalate is expected to be essentially nonvolatile from water surfaces(2). Diamyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 2.0X10-4 mm Hg(SRC), determined from a fragment constant method(3).","DI-N-PENTYL PHTHALATE"
"8722","The Henry's Law constant for ziram is estimated as 6.2X10-10 atm-cu m/mole(SRC) derived from its vapor pressure, 7.5X10-9 mm Hg(1), and water solubility, 65 mg/l(2). This estimated Henry's Law constant indicates that ziram is expected to be essentially nonvolatile from water surfaces(3). This compound is expected to exist in the dissociated form in the environment and therefore volatilization from water surfaces is not expected to be an important fate process. Ziram is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","ZIRAM"
"8765","The Henry's Law constant for bis(4-aminophenyl) sulfide is estimated as 3.9X10-12 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that bis(4-aminophenyl) sulfide is expected to be essentially nonvolatile from water surfaces(2). bis(4-Aminophenyl) sulfide is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 1.1X10-5 mm Hg(SRC), determined from a fragment constant method(3).","4,4'-DIAMINODIPHENYL SULFIDE"
"8814","The Henry's Law constant for p-(1,1,3,3-tetramethylbutyl)phenol is estimated as 6.9X10-6 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that p-(1,1,3,3-tetramethylbutyl)phenol is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 7 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 61 days(SRC). p-(1,1,3,3-Tetramethylbutyl)phenol is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 4.78X10-4 mm Hg(3).","4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL"
"91650","The Henry's Law constant for pyrimethanil is estimated as 2.5X10-6 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that pyrimethanil is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 14 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 158 days(SRC). Pyrimethanil's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur(SRC). Pyrimethanil is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 1.65X10-5 mm Hg at 25 °C(3).","PYRIMETHANIL"
"9321","A pKa of 7.96(1) indicates hydrazine will exist partially in the cation or anion form at pH values of 5 to 9 and, therefore, volatilization from water surfaces is not expected to be an important fate process(SRC). The Henry's Law constant for the neutral species of hydrazine is estimated as 6.07X10-7 atm-cu m/mole(SRC) derived from its vapor pressure, 14.4 mm Hg(2), and assigned value for water solubility of 1.0X10+6 mg/L (miscible)(3). This Henry's Law constant indicates that hydrazine is expected to be essentially nonvolatile from water and moist soil surfaces(4). With an air velocity at the liquid surface of 63.5 cm/sec, the volatilization of hydrazine from petri dishes containing 25%, 50% and 75% hydrazine-water mixtures was 0.5 g after 6.66 hr, about 1 g after 5 hr, and about 3 g after 5 hr, respectively(5). At each concentration, the rate of volatilization decreased with time(5). Hydrazine's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). The potential for volatilization of hydrazine from dry soil surfaces may exist(SRC) based upon its vapor pressure(1).","HYDRAZINE"
"9411","The Henry's Law constant for bromacil is estimated as 1.3X10-10 atm-cu m/mole(SRC) derived from its vapor pressure, 3.07X10-7 mm Hg(1), and water solubility, 815 mg/L(2). This Henry's Law constant indicates that bromacil is expected to be essentially nonvolatile from water and moist soil surfaces(3). In a volatilization test, bromacil was held in an air circulation oven at 120 °F for 2 weeks(3); losses were less than 0.1% per week(4). Bromacil is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1). Volatilization screening simulations from soil indicate that volatilization from soil (after incorporation to 1-10 cm) is slow(5).","BROMACIL"
"949","The Henry's Law constant for N,N-dimethylaniline is estimated as 5.7X10-5 atm-cu m/mole(SRC) derived from its vapor pressure, 0.7 mm Hg(1), and water solubility, 1,450 mg/L(2). This Henry's Law constant indicates that N,N-dimethylaniline is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 20 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 9.5 days(SRC). N,N-Dimethylaniline's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). N,N-Dimethylaniline is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","N,N-DIMETHYLANILINE"
"9502","The Henry's Law constant for linuron is 1.97X10-9 atm-cu m/mole(1). This Henry's Law constant indicates that linuron is expected to be essentially nonvolatile from water surfaces and moist soils(2). Linuron is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure of 1.43X10-6(3).","LINURON"
"9570071","The Henry's Law constant for aldicarb is estimated as 1.5X10-9 atm-cu m/mole(SRC) derived from its vapor pressure, 2.9X10-5 mm Hg(1), and water solubility, 4930 mg/L(1). This Henry's Law constant indicates that aldicarb is expected to be essentially nonvolatile from water and moist soil surfaces(2). Aldicarb is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","ALDICARB"
"969491","The Henry's Law constant for dieldrin has been measured as 1X10-5 atm-cu m/mole(1). This Henry's Law constant indicates that dieldrin is expected to volatilize from water surfaces(2). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column(SRC). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 5 days if adsorption is neglected(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 60 days if adsorption is neglected(SRC). The volatilization from a model pond is about 7 years when adsorption is considered(3). Dieldrin's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur; however, adsorption may attenuate this process(SRC). Approximately 0.28 percent of the initially applied dieldrin was volatilized in 24 hours at 30 °C from a soil surface(4). Dieldrin was volatilized 90 percent in 30 days when applied to vegetation and 20 percent in 50 days when applied to a moist soil surface(5). Approximately 3.6 percent dieldrin was volatilized in 167 days when incorporated in a soil at a depth of 7.5 cm(5). In laboratory tests, dieldrin was volatilized 9 and 34 percent from a sandy loam and sand, respectively in 60 days(6).","DIELDRIN"
"991","The Henry's Law constant for parathion is 2.98X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that parathion is expected to be essentially nonvolatile from water surfaces(2). Parathion's Henry's Law constant(1) indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Parathion is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 6.68X10-6 mm Hg(1). The vapor loss rate of the technical grade chemical from a non-absorbing surface is 0.210 ug/sq cm/hr(3). Vapor losses from soil-incorporated methyl parathion were much lower than from glass surfaces and the same trend would probably apply to parathion(3). Simulations of parathion losses from soil result in only 0.1 to 0.3% losses in 30 days when incorporated into 10 cm of soil(4). Volatilization in a laboratory environmental chamber designed to simulate a soil pit resulted in 0.8% volatilization in 1 day from wet soil and considerably less from dry soil(5). A laboratory experiment determined that the volatilization half-life for parathion from water 4.5 cm deep was 14 and 9.3 days from unstirred and stirred solutions respectively, at 24 °C (equivalent to 311 and 206 days for water 1 m deep)(6). 8% of parathion volatilized in one day in a laboratory experiment designed to simulate an evaporation pond during which time none was lost from hydrolysis(7).","PARATHION"
"992","The pKa of pentachlorophenol is 4.70(1), indicating that the compound will exist almost entirely in the anion form at pH values of 5 to 9 and therefore volatilization from water and moist soil surfaces is not expected to be an important fate process. This agrees with a field study in an artificial stream in which <0.006% of the added pentachlorophenol was lost by volatilization(2). The chemical behavior of pentachlorophenol will depend on whether it exists primarily as the phenol under acidic conditions or the phenolate anion, under basic conditions(3) and also temperature(4); at pH 5, the half-life from water surfaces is 328 hours (30 °C) while at pH 6, the half-life is 3120 hours(4). Also reported was a 25-51% of added pesticide-formulated pentachlorophenol detected in the air in terrestrial microcosms(5,6,7). Pentachlorophenol is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure of 1.1X10-4 mm Hg(8).","PENTACHLOROPHENOL"
